pdf1,pdf2,tfidfSimilarity,doc2vecSimilarity,wordEmbeddingSimilarity,semanticSimilarity,tableSimilarity
2312.02211.pdf,2401.04231.pdf,0.746149328424033,0.539127767086029,0.9999960064888,0.37618187069892883,0.9851038859825832
2312.02211.pdf,2312.10018.pdf,0.6774676474017367,0.4451594352722168,0.9999958872795105,0.2886592745780945,0.9994502313561068
2401.10389.pdf,2310.20362.pdf,0.7290989855729737,0.4649158716201782,0.9980924129486084,0.3837340176105499,0.707597191764135
2401.10389.pdf,2310.20001.pdf,0.8030823168632881,0.39655283093452454,0.9998393058776855,0.06713144481182098,0.9987974838190168
2401.10389.pdf,2410.08025.pdf,0.7463054117814101,0.4277104437351227,0.9963457584381104,0.08087098598480225,0.5825960037008734
2401.10389.pdf,2401.04231.pdf,0.7824028215826917,0.4449002146720886,0.9999980926513672,0.3615805506706238,0.9855925707962596
2401.10389.pdf,2312.10018.pdf,0.8108536261020234,0.3788588047027588,0.9999961256980896,0.2719242572784424,0.9992817101950433
2310.20362.pdf,2310.20001.pdf,0.7022818602536332,0.5059678554534912,0.9964681267738342,0.05393419414758682,0.7080734209602255
2310.20362.pdf,2410.08025.pdf,0.6399434233895016,0.4915643632411957,0.9974184036254883,-0.04810462146997452,0.4097874117710922
2310.20362.pdf,2401.04231.pdf,0.7446020559381668,0.48048466444015503,0.9992768168449402,0.37954238057136536,0.7396990747724947
2310.20362.pdf,2312.10018.pdf,0.7430553208607391,0.46114522218704224,0.9982350468635559,0.3452017605304718,0.7069663056845045
2310.20001.pdf,2410.08025.pdf,0.734507772797897,0.4780145287513733,0.9927614331245422,-0.044491834938526154,0.5864144669222948
2310.20001.pdf,2401.04231.pdf,0.7559273724574163,0.5386546850204468,0.9999476075172424,-0.028652310371398926,0.9869489914552998
2310.20001.pdf,2312.10018.pdf,0.8029534639641708,0.43842846155166626,0.9996240139007568,0.047589290887117386,0.9978399113311154
2410.08025.pdf,2401.04231.pdf,0.7143185828538743,0.5164210200309753,0.9956662654876709,0.0678175762295723,0.6656714258064333
2410.08025.pdf,2312.10018.pdf,0.7222174830977074,0.43863317370414734,0.997421383857727,0.004163042642176151,0.584512037462672
2401.04231.pdf,2312.10018.pdf,0.7634578076842773,0.4575466811656952,0.9999977350234985,0.15739010274410248,0.9858845181975829
